unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1663027200,2022-09-13,XRP/USD,0.36,0.36027,0.33077,0.33257,84654887.71927759,28153676.008800145
1662940800,2022-09-12,XRP/USD,0.35462,0.36,0.34773,0.35985,103645349.76473984,37296779.11284163
1662854400,2022-09-11,XRP/USD,0.35748,0.3603,0.34904,0.35517,25772738.26749193,9153703.450465107
1662768000,2022-09-10,XRP/USD,0.35685,0.362,0.35163,0.35746,16651005.68557509,5952068.492365672
1662681600,2022-09-09,XRP/USD,0.33976,0.35954,0.33944,0.35732,119555205.7747888,42719466.12744754
1662595200,2022-09-08,XRP/USD,0.33696,0.34336,0.3282,0.33949,70993476.10012563,24101575.20123165
1662508800,2022-09-07,XRP/USD,0.3211,0.33854,0.31233,0.33691,68667995.7302568,23134934.441480815
1662422400,2022-09-06,XRP/USD,0.33286,0.34304,0.3178,0.32096,106119080.6818638,34059980.135651015
1662336000,2022-09-05,XRP/USD,0.33191,0.33364,0.32208,0.33288,83993835.47433291,27959867.95269594
1662249600,2022-09-04,XRP/USD,0.32977,0.33254,0.32742,0.33158,11910400.68579249,3949250.659395074
1662163200,2022-09-03,XRP/USD,0.33169,0.33704,0.3266,0.32952,5692671.37671221,1875849.072054207
1662076800,2022-09-02,XRP/USD,0.33325,0.33515,0.32498,0.33123,116982609.64111692,38748149.79142716
1661990400,2022-09-01,XRP/USD,0.32769,0.33333,0.32131,0.33295,60248790.2179771,20059834.703075476
1661904000,2022-08-31,XRP/USD,0.32736,0.33354,0.32284,0.32772,56921147.82286763,18654198.56451018
1661817600,2022-08-30,XRP/USD,0.33382,0.33566,0.3196,0.32646,88689507.50895716,28953576.621374153
1661731200,2022-08-29,XRP/USD,0.32233,0.3342,0.31837,0.33371,97048143.08323632,32385935.82830679
1661644800,2022-08-28,XRP/USD,0.33424,0.3373,0.32136,0.32167,17045358.82498265,5482980.573232169
1661558400,2022-08-27,XRP/USD,0.33867,0.34476,0.32854,0.33467,10010477.18404488,3350206.399184301
1661472000,2022-08-26,XRP/USD,0.34873,0.37118,0.33271,0.33855,92042781.70643348,31161083.746713053
1661385600,2022-08-25,XRP/USD,0.3457,0.35188,0.34321,0.34964,51500341.20490838,18006579.298884165
1661299200,2022-08-24,XRP/USD,0.34728,0.35231,0.33855,0.34542,58962597.40896785,20366860.397005677
1661212800,2022-08-23,XRP/USD,0.34371,0.34777,0.33228,0.34679,60449948.65746501,20963437.69492229
1661126400,2022-08-22,XRP/USD,0.34465,0.34504,0.33136,0.34392,76180422.67395261,26199970.96602578
1661040000,2022-08-21,XRP/USD,0.33702,0.34862,0.33583,0.34457,11635396.50850394,4009208.5749352025
1660953600,2022-08-20,XRP/USD,0.33479,0.34257,0.3323,0.33727,6199026.246791,2090745.5822552005
1660867200,2022-08-19,XRP/USD,0.37047,0.37048,0.331,0.33458,108634228.20902608,36346840.07417595
1660780800,2022-08-18,XRP/USD,0.37979,0.38104,0.36908,0.37025,68802220.89930785,25474022.287968732
1660694400,2022-08-17,XRP/USD,0.37749,0.39204,0.3678,0.37899,58028325.35666735,21992155.02692336
1660608000,2022-08-16,XRP/USD,0.37539,0.37805,0.36653,0.37708,58156375.75039432,21929606.16795869
1660521600,2022-08-15,XRP/USD,0.37549,0.38465,0.36604,0.37485,46945901.2394212,17597671.079597037
1660435200,2022-08-14,XRP/USD,0.37804,0.39191,0.37404,0.37531,16808744.56299207,6308489.921936553
1660348800,2022-08-13,XRP/USD,0.37998,0.38754,0.37652,0.37745,8513474.2231688,3213410.8455350637
1660262400,2022-08-12,XRP/USD,0.38036,0.38043,0.37,0.3799,95795825.09986722,36392833.95543956
1660176000,2022-08-11,XRP/USD,0.38141,0.38554,0.37698,0.38014,44588618.05044949,16949917.265697867
1660089600,2022-08-10,XRP/USD,0.36686,0.38133,0.35823,0.38126,44374946.77379339,16918392.20697647
1660003200,2022-08-09,XRP/USD,0.37864,0.37983,0.36089,0.36796,34860579.20316595,12827298.723596944
1659916800,2022-08-08,XRP/USD,0.37208,0.38447,0.3711,0.37891,50562360.64067107,19158584.07035667
1659830400,2022-08-07,XRP/USD,0.3715,0.37703,0.36815,0.3724,12384369.67651943,4611939.2675358355
1659744000,2022-08-06,XRP/USD,0.37674,0.37833,0.37054,0.37129,4582235.83524585,1701338.3432684315
1659657600,2022-08-05,XRP/USD,0.37133,0.37887,0.36654,0.37647,87997297.2070632,33128342.479543086
1659571200,2022-08-04,XRP/USD,0.36981,0.37489,0.364,0.3712,41204328.2060746,15295046.630094891
1659484800,2022-08-03,XRP/USD,0.37086,0.37711,0.36268,0.36957,51063439.41698,18871515.305333298
1659398400,2022-08-02,XRP/USD,0.37947,0.39404,0.36654,0.37146,52692560.379927,19573178.478727683
1659312000,2022-08-01,XRP/USD,0.37869,0.38597,0.371,0.37965,55878258.46999425,21214180.828133315
1659225600,2022-07-31,XRP/USD,0.3882,0.39885,0.37826,0.37952,12935028.95519049,4909102.189073895
1659139200,2022-07-30,XRP/USD,0.36857,0.40985,0.36354,0.3877,19371444.08273458,7510308.870876197
1659052800,2022-07-29,XRP/USD,0.37399,0.37985,0.3592,0.36796,90780559.1149314,33403614.53193016
1658966400,2022-07-28,XRP/USD,0.35977,0.37904,0.34891,0.37395,49429958.56300611,18484333.004636135
1658880000,2022-07-27,XRP/USD,0.3374,0.35965,0.33029,0.35929,48031328.64044792,17257176.067226533
1658793600,2022-07-26,XRP/USD,0.33553,0.33804,0.32535,0.33804,51519050.91160545,17415499.970159106
1658707200,2022-07-25,XRP/USD,0.35874,0.35979,0.33504,0.33625,55788524.34287905,18758891.31029308
1658620800,2022-07-24,XRP/USD,0.3595,0.36664,0.35602,0.35894,8304124.03517667,2980682.281186314
1658534400,2022-07-23,XRP/USD,0.35786,0.36249,0.34983,0.35946,5529495.48219813,1987632.44603094
1658448000,2022-07-22,XRP/USD,0.36602,0.37128,0.35404,0.35836,55334263.57980179,19829586.69645777
1658361600,2022-07-21,XRP/USD,0.36175,0.3684,0.34811,0.36661,44788995.29499859,16420093.565099437
1658275200,2022-07-20,XRP/USD,0.37266,0.38158,0.35743,0.36331,48560664.31062071,17642574.95069161
1658188800,2022-07-19,XRP/USD,0.36552,0.37654,0.3513,0.3733,56490102.97535143,21087755.44069869
1658102400,2022-07-18,XRP/USD,0.3433,0.36965,0.34282,0.36553,58881287.7897688,21522877.12579419
1658016000,2022-07-17,XRP/USD,0.35089,0.36104,0.3408,0.34282,17085488.49194388,5857247.164808202
1657929600,2022-07-16,XRP/USD,0.33412,0.3561,0.33115,0.35041,22064999.29906069,7731796.404383857
1657843200,2022-07-15,XRP/USD,0.3334,0.34846,0.3266,0.33386,93657491.37696745,31268490.071114343
1657756800,2022-07-14,XRP/USD,0.32358,0.3336,0.31193,0.33349,59155041.58977915,19727614.81977545
1657670400,2022-07-13,XRP/USD,0.31012,0.32553,0.302,0.32353,64414086.6892762,20839889.46658153
1657584000,2022-07-12,XRP/USD,0.3145,0.31757,0.30725,0.31118,59219882.37315655,18428042.996878855
1657497600,2022-07-11,XRP/USD,0.32518,0.32861,0.31054,0.315,63280443.50671185,19933339.704614233
1657411200,2022-07-10,XRP/USD,0.34458,0.34458,0.31915,0.32484,22489695.41693215,7305552.65923624
1657324800,2022-07-09,XRP/USD,0.33989,0.34738,0.3391,0.34509,13109030.82821061,4523795.4485072
1657238400,2022-07-08,XRP/USD,0.34215,0.35853,0.33462,0.33927,104874226.74211916,35580678.906798765
1657152000,2022-07-07,XRP/USD,0.33205,0.34504,0.32585,0.3418,68052029.57093485,23260183.70734553
1657065600,2022-07-06,XRP/USD,0.32546,0.33354,0.31839,0.332,79850756.48680994,26510451.153620902
1656979200,2022-07-05,XRP/USD,0.32808,0.33043,0.31182,0.32493,72435567.9333635,23536489.0885878
1656892800,2022-07-04,XRP/USD,0.32112,0.32929,0.31392,0.32793,61957133.70562096,20317602.85608428
1656806400,2022-07-03,XRP/USD,0.31533,0.32517,0.3083,0.32104,23512494.59762082,7548451.265620188
1656720000,2022-07-02,XRP/USD,0.31352,0.31739,0.30891,0.31506,21942533.34413727,6913214.555403888
1656633600,2022-07-01,XRP/USD,0.3324,0.33559,0.30929,0.31234,117801763.21375027,36794202.72218276
1656547200,2022-06-30,XRP/USD,0.32884,0.33304,0.30557,0.33233,83036794.88920243,27595618.045528647
1656460800,2022-06-29,XRP/USD,0.33715,0.34093,0.31979,0.32881,82241070.92518584,27041686.53091036
1656374400,2022-06-28,XRP/USD,0.35344,0.35545,0.33499,0.337,84966396.82824968,28633675.731120143
1656288000,2022-06-27,XRP/USD,0.35872,0.3668,0.34701,0.35303,69133145.08897442,24406074.21076064
1656201600,2022-06-26,XRP/USD,0.36659,0.37454,0.35754,0.35866,20361039.35352812,7302690.374536395
1656115200,2022-06-25,XRP/USD,0.3671,0.37354,0.35404,0.36716,13249076.05521113,4864530.764431318
1656028800,2022-06-24,XRP/USD,0.33526,0.38709,0.33523,0.36673,117787764.85939205,43196307.00688484
1655942400,2022-06-23,XRP/USD,0.3224,0.33641,0.321,0.33526,52087736.77611105,17462934.631558992
1655856000,2022-06-22,XRP/USD,0.32757,0.32918,0.31803,0.32198,53641051.26400005,17271345.685982734
1655769600,2022-06-21,XRP/USD,0.32209,0.33692,0.31804,0.32842,55811948.53155555,18329760.136733472
1655683200,2022-06-20,XRP/USD,0.3257,0.32804,0.31304,0.32214,63663897.24872299,20508687.859703623
1655596800,2022-06-19,XRP/USD,0.30777,0.332,0.29781,0.32585,34179639.64751138,11137435.57914158
1655510400,2022-06-18,XRP/USD,0.3204,0.32579,0.28704,0.30752,28010184.63114847,8613691.977770777
1655424000,2022-06-17,XRP/USD,0.31267,0.33918,0.31025,0.32064,87781219.90662104,28146170.350858968
1655337600,2022-06-16,XRP/USD,0.3429,0.34704,0.30689,0.31261,72671109.4710133,22717715.531733464
1655251200,2022-06-15,XRP/USD,0.32101,0.34654,0.29733,0.34371,90279376.9088631,31029924.637345336
1655164800,2022-06-14,XRP/USD,0.31133,0.32554,0.29338,0.32108,81476593.54301007,26160504.65478967
1655078400,2022-06-13,XRP/USD,0.3433,0.35004,0.3007,0.31072,93145451.00990675,28942154.537798222
1654992000,2022-06-12,XRP/USD,0.35962,0.36486,0.33935,0.34278,25572316.87922682,8765678.779861368
1654905600,2022-06-11,XRP/USD,0.38088,0.38804,0.35515,0.3596,16352568.27289203,5880383.550931973
1654819200,2022-06-10,XRP/USD,0.39963,0.41104,0.37554,0.38106,87633340.6072621,33393560.771803297
1654732800,2022-06-09,XRP/USD,0.4005,0.40347,0.39554,0.39963,41751585.31322263,16685186.03872316
1654646400,2022-06-08,XRP/USD,0.40765,0.40988,0.39422,0.39999,50760733.26029345,20303785.696784776
1654560000,2022-06-07,XRP/USD,0.40071,0.41657,0.38367,0.40746,60688262.12350181,24728039.284842044
1654473600,2022-06-06,XRP/USD,0.39495,0.40873,0.39384,0.40263,57856592.78099322,23294799.9514113
1654387200,2022-06-05,XRP/USD,0.39223,0.39918,0.38931,0.3951,12981517.77714735,5128997.673750918
1654300800,2022-06-04,XRP/USD,0.39027,0.3939,0.38429,0.39226,8678095.53530875,3404069.7546802103
1654214400,2022-06-03,XRP/USD,0.40468,0.40974,0.38255,0.38965,82024562.84332488,31960870.91190154
1654128000,2022-06-02,XRP/USD,0.39699,0.40664,0.38951,0.40479,56454535.45915988,22852231.408513326
1654041600,2022-06-01,XRP/USD,0.42091,0.426,0.38854,0.39777,62167685.56608615,24728440.28762209
1653955200,2022-05-31,XRP/USD,0.41785,0.43282,0.40605,0.42073,53856966.1247776,22659241.35767768
1653868800,2022-05-30,XRP/USD,0.38886,0.41947,0.38657,0.41827,57969691.50914564,24246982.867530342
1653782400,2022-05-29,XRP/USD,0.38628,0.38979,0.37936,0.3885,16577742.4032433,6440452.923660022
1653696000,2022-05-28,XRP/USD,0.38166,0.38812,0.38,0.38592,16521040.70534058,6375800.029005036
1653609600,2022-05-27,XRP/USD,0.39259,0.40221,0.37553,0.38121,107592873.50473936,41015479.308741696
1653523200,2022-05-26,XRP/USD,0.40628,0.41037,0.37501,0.3918,62303296.66857527,24410431.634747792
1653436800,2022-05-25,XRP/USD,0.40813,0.41243,0.39409,0.40519,52623081.67584659,21322346.46423628
1653350400,2022-05-24,XRP/USD,0.40407,0.41308,0.39032,0.408,56626324.03190039,23103540.20501536
1653264000,2022-05-23,XRP/USD,0.4208,0.42805,0.4,0.40408,48188365.79938376,19471954.85221499
1653177600,2022-05-22,XRP/USD,0.41406,0.42451,0.40948,0.42133,14860138.72208781,6261022.247777256
1653091200,2022-05-21,XRP/USD,0.40991,0.41729,0.40322,0.41393,9866474.78179265,4084029.906427432
1653004800,2022-05-20,XRP/USD,0.41917,0.44,0.40071,0.41037,87839845.28511582,36046837.309652984
1652918400,2022-05-19,XRP/USD,0.40657,0.42342,0.39,0.4201,48071087.7974333,20194663.98370173
1652832000,2022-05-18,XRP/USD,0.4392,0.44175,0.40308,0.40437,49297520.25910289,19934438.267173436
1652745600,2022-05-17,XRP/USD,0.42283,0.43964,0.4167,0.43704,56094281.69997289,24515444.87415615
1652659200,2022-05-16,XRP/USD,0.44625,0.44625,0.408,0.42105,54635122.34461349,23004118.26319951
1652572800,2022-05-15,XRP/USD,0.4228,0.44893,0.41452,0.44757,16791773.02110926,7515493.851057872
1652486400,2022-05-14,XRP/USD,0.42334,0.43995,0.395,0.42568,26302666.88329778,11196519.2388822
1652400000,2022-05-13,XRP/USD,0.38467,0.46391,0.38055,0.42153,124228345.6601418,52365974.54611957
1652313600,2022-05-12,XRP/USD,0.41543,0.42771,0.33362,0.38442,104593528.67232516,40207844.292215236
1652227200,2022-05-11,XRP/USD,0.513,0.52255,0.36444,0.41464,70612598.38508041,29278807.794389743
1652140800,2022-05-10,XRP/USD,0.49015,0.53612,0.47254,0.51313,43438955.87070629,22289831.42593552
1652054400,2022-05-09,XRP/USD,0.56568,0.57835,0.46842,0.48694,46447279.19626044,22617038.131827056
1651968000,2022-05-08,XRP/USD,0.58026,0.58235,0.55723,0.56609,12115226.54604456,6858308.595450365
1651881600,2022-05-07,XRP/USD,0.60244,0.60415,0.56931,0.58045,7081683.13081135,4110562.9732794487
1651795200,2022-05-06,XRP/USD,0.59785,0.61612,0.58707,0.60192,68489253.47586797,41225051.45219445
1651708800,2022-05-05,XRP/USD,0.64532,0.65701,0.58,0.59843,40380752.81420766,24165053.90660629
1651622400,2022-05-04,XRP/USD,0.60463,0.65006,0.60463,0.64592,37458148.49552806,24194967.276231486
1651536000,2022-05-03,XRP/USD,0.61575,0.62776,0.59575,0.60454,28635994.4305259,17311604.073030125
1651449600,2022-05-02,XRP/USD,0.60613,0.63094,0.59815,0.61434,47538176.98447454,29204603.64864209
1651363200,2022-05-01,XRP/USD,0.58401,0.61234,0.57601,0.60808,13010459.10479128,7911399.97244148
1651276800,2022-04-30,XRP/USD,0.61225,0.62859,0.56646,0.58509,15209027.75306961,8898650.048043497
1651190400,2022-04-29,XRP/USD,0.64294,0.64679,0.5995,0.61149,55607221.57978159,34003259.923820645
1651104000,2022-04-28,XRP/USD,0.65225,0.65701,0.63279,0.64296,35853745.44297492,23052524.170015153
1651017600,2022-04-27,XRP/USD,0.64229,0.66275,0.63643,0.65193,35472828.81490121,23125801.289298546
1650931200,2022-04-26,XRP/USD,0.69338,0.70613,0.62788,0.6423,43491888.06258841,27934839.702600535
1650844800,2022-04-25,XRP/USD,0.69832,0.69939,0.64567,0.69331,45861029.50758454,31795910.367903437
1650758400,2022-04-24,XRP/USD,0.70591,0.71195,0.695,0.69795,10552043.16215085,7364798.525023186
1650672000,2022-04-23,XRP/USD,0.71826,0.72677,0.70265,0.7056,9026599.38752666,6369168.527838811
1650585600,2022-04-22,XRP/USD,0.73256,0.73846,0.71408,0.71766,27707316.54541917,19884432.791985523
1650499200,2022-04-21,XRP/USD,0.7514,0.76823,0.71823,0.73257,32436667.11798643,23762129.23062332
1650412800,2022-04-20,XRP/USD,0.77433,0.77521,0.7422,0.75211,28790483.5069223,21653610.55039133
1650326400,2022-04-19,XRP/USD,0.76949,0.78223,0.75874,0.77519,28883327.24667762,22390066.448352024
1650240000,2022-04-18,XRP/USD,0.75205,0.77022,0.72818,0.77022,31488700.61419015,24253226.987061538
1650153600,2022-04-17,XRP/USD,0.78198,0.78597,0.74823,0.75248,10306078.54669544,7755117.984817385
1650067200,2022-04-16,XRP/USD,0.78627,0.79923,0.76682,0.78068,12136114.40614996,9474421.79459315
1649980800,2022-04-15,XRP/USD,0.72655,0.79723,0.7265,0.78472,18086915.33738003,14193164.203548856
1649894400,2022-04-14,XRP/USD,0.72282,0.74116,0.70852,0.726,17194514.97628481,12483217.87278277
1649808000,2022-04-13,XRP/USD,0.71513,0.725,0.70174,0.72368,48838779.39662954,35343647.87375287
1649721600,2022-04-12,XRP/USD,0.69515,0.72623,0.69137,0.71523,53911103.97279664,38558838.894463345
1649635200,2022-04-11,XRP/USD,0.75396,0.75527,0.68086,0.69492,54111209.58161793,37602961.76245793
1649548800,2022-04-10,XRP/USD,0.76149,0.77328,0.75321,0.75478,11675144.75610839,8812165.759015491
1649462400,2022-04-09,XRP/USD,0.75564,0.76644,0.7537,0.76187,8379963.85973849,6384443.065818964
1649376000,2022-04-08,XRP/USD,0.78756,0.79361,0.74723,0.75489,54017748.87190659,40777458.44591357
1649289600,2022-04-07,XRP/USD,0.76414,0.79023,0.75283,0.78782,32425058.12660064,25545109.293298516
1649203200,2022-04-06,XRP/USD,0.81743,0.81873,0.75674,0.76028,30792148.15463799,23410654.39900817
1649116800,2022-04-05,XRP/USD,0.82637,0.83623,0.815,0.81743,36203266.93866746,29593636.49367494
